Fieldwork date,Polling firm,poll,party
7/8/2018,JNN,0,Reiwa
7/8/2018,NHK,0,Reiwa
7/9/2018,Jiji Press,0,Reiwa
7/15/2018,Asahi Shimbun,0,Reiwa
7/22/2018,Kyodo News,0,Reiwa
7/22/2018,Yomiuri Shimbun,0,Reiwa
7/22/2018,Nikkei & TV Tokyo,0,Reiwa
7/22/2018,ANN,0,Reiwa
7/29/2018,Mainichi Shimbun,0,Reiwa
8/5/2018,NHK,0,Reiwa
8/5/2018,JNN,0,Reiwa
8/5/2018,Asahi Shimbun,0,Reiwa
8/6/2018,Jiji Press,0,Reiwa
8/19/2018,ANN,0,Reiwa
8/26/2018,Nikkei & TV Tokyo,0,Reiwa
8/26/2018,Yomiuri Shimbun,0,Reiwa
8/26/2018,Kyodo News,0,Reiwa
9/2/2018,JNN,0,Reiwa
9/2/2018,Mainichi Shimbun,0,Reiwa
9/9/2018,Asahi Shimbun,0,Reiwa
9/10/2018,Jiji Press,0,Reiwa
9/16/2018,ANN,0,Reiwa
9/17/2018,NHK,0,Reiwa
9/21/2018,Kyodo News,0,Reiwa
9/23/2018,Nikkei & TV Tokyo,0,Reiwa
9/23/2018,Yomiuri Shimbun,0,Reiwa
10/3/2018,Nikkei & TV Tokyo,0,Reiwa
10/3/2018,Kyodo News,0,Reiwa
10/3/2018,Yomiuri Shimbun,0,Reiwa
10/7/2018,Mainichi Shimbun,0,Reiwa
10/8/2018,NHK,0,Reiwa
10/8/2018,Jiji Press,0,Reiwa
10/14/2018,Asahi Shimbun,0,Reiwa
10/14/2018,JNN,0,Reiwa
10/21/2018,ANN,0,Reiwa
10/28/2018,Yomiuri Shimbun,0,Reiwa
10/28/2018,Nikkei & TV Tokyo,0,Reiwa
11/4/2018,Kyodo News,0,Reiwa
11/4/2018,JNN,0,Reiwa
11/11/2018,NHK,0,Reiwa
11/12/2018,Jiji Press,0,Reiwa
11/18/2018,Mainichi Shimbun,0,Reiwa
11/18/2018,ANN,0,Reiwa
11/18/2018,Asahi Shimbun,0,Reiwa
11/25/2018,Yomiuri Shimbun,0,Reiwa
11/25/2018,Nikkei & TV Tokyo,0,Reiwa
12/2/2018,JNN,0,Reiwa
12/9/2018,NHK,0,Reiwa
12/10/2018,Mainichi & SSRC,0,Reiwa
12/10/2018,Jiji Press,0,Reiwa
12/16/2018,Yomiuri Shimbun,0,Reiwa
12/16/2018,Nikkei & TV Tokyo,0,Reiwa
12/16/2018,Mainichi Shimbun,0,Reiwa
12/16/2018,Kyodo News,0,Reiwa
12/16/2018,Asahi Shimbun,0,Reiwa
12/16/2018,ANN,0,Reiwa
12/25/2018,Asahi Shimbun,0,Reiwa
1/13/2019,Kyodo News,0,Reiwa
1/13/2019,JNN,0,Reiwa
1/14/2019,Jiji Press,0,Reiwa
1/14/2019,NHK,0,Reiwa
1/20/2019,Asahi Shimbun,0,Reiwa
1/27/2019,Yomiuri Shimbun,0,Reiwa
1/27/2019,Nikkei & TV Tokyo,0,Reiwa
1/27/2019,ANN,0,Reiwa
2/3/2019,JNN,0,Reiwa
2/3/2019,Mainichi Shimbun,0,Reiwa
2/3/2019,Kyodo News,0,Reiwa
2/11/2019,Jiji Press,0,Reiwa
2/11/2019,NHK,0,Reiwa
2/17/2019,Nikkei & TV Tokyo,0,Reiwa
2/17/2019,Asahi Shimbun,0,Reiwa
2/24/2019,Yomiuri Shimbun,0,Reiwa
2/24/2019,ANN,0,Reiwa
3/3/2019,JNN,0,Reiwa
3/10/2019,NHK,0,Reiwa
3/10/2019,Kyodo News,0,Reiwa
3/11/2019,Jiji Press,0,Reiwa
3/17/2019,Mainichi Shimbun,0,Reiwa
3/17/2019,Asahi Shimbun,0,Reiwa
3/17/2019,ANN,0,Reiwa
3/24/2019,Yomiuri Shimbun,0,Reiwa
3/24/2019,Nikkei & TV Tokyo,0,Reiwa
4/2/2019,Yomiuri Shimbun,0,Reiwa
4/2/2019,Kyodo News,0,Reiwa
4/7/2019,NHK,0,Reiwa
4/7/2019,JNN,0,Reiwa
4/8/2019,Jiji Press,0,Reiwa
4/14/2019,Mainichi Shimbun,0,Reiwa
4/14/2019,Asahi Shimbun,0,Reiwa
4/15/2019,Asahi Shimbun,0,Reiwa
4/21/2019,ANN,0,Reiwa
4/28/2019,Yomiuri Shimbun,0,Reiwa
5/2/2019,Kyodo News,0,Reiwa
5/12/2019,Nikkei & TV Tokyo,0,Reiwa
5/12/2019,JNN,0,Reiwa
5/12/2019,NHK,0,Reiwa
5/13/2019,Jiji Press,0,Reiwa
5/19/2019,ANN,0,Reiwa
5/19/2019,Mainichi Shimbun,0,Reiwa
5/19/2019,Yomiuri Shimbun,0,Reiwa
5/19/2019,Asahi Shimbun,0,Reiwa
5/19/2019,Kyodo News,0,Reiwa
6/2/2019,JNN,0,Reiwa
6/9/2019,NHK,0,Reiwa
6/10/2019,Jiji Press,0,Reiwa
6/16/2019,Kyodo News,0,Reiwa
6/16/2019,Mainichi Shimbun,0,Reiwa
6/23/2019,Asahi Shimbun,0,Reiwa
6/23/2019,NHK,0,Reiwa
6/27/2019,Kyodo News,0,Reiwa
6/30/2019,Yomiuri Shimbun,0,Reiwa
6/30/2019,Nikkei & TV Tokyo,0,Reiwa
6/30/2019,NHK,0,Reiwa
7/5/2019,Yomiuri Shimbun,0,Reiwa
7/7/2019,NHK,0,Reiwa
7/7/2019,JNN,0,Reiwa
7/8/2019,Jiji Press,0,Reiwa
7/14/2019,Asahi Shimbun,1,Reiwa
7/15/2019,NHK,0,Reiwa
7/23/2019,Asahi Shimbun,1,Reiwa
7/23/2019,Kyodo News,2.19921875,Reiwa
7/23/2019,Yomiuri Shimbun,1,Reiwa
7/28/2019,Nikkei & TV Tokyo,2,Reiwa
8/4/2019,NHK,1.200195313,Reiwa
8/4/2019,JNN,1.299804688,Reiwa
8/12/2019,Jiji Press,1,Reiwa
8/18/2019,Kyodo News,4.30078125,Reiwa
8/18/2019,ANN,0.799804688,Reiwa
8/25/2019,Yomiuri Shimbun,0,Reiwa
9/1/2019,Nikkei & TV Tokyo,2,Reiwa
9/8/2019,JNN,0.600097656,Reiwa
9/8/2019,NHK,0.600097656,Reiwa
9/9/2019,Jiji Press,0.799804688,Reiwa
9/12/2019,Kyodo News,3.400390625,Reiwa
9/12/2019,Nikkei & TV Tokyo,2,Reiwa
9/15/2019,Yomiuri Shimbun,1,Reiwa
9/15/2019,Mainichi Shimbun,2,Reiwa
9/15/2019,ANN,1.099609375,Reiwa
9/15/2019,Asahi Shimbun,1,Reiwa
10/6/2019,Kyodo News,2.099609375,Reiwa
10/6/2019,JNN,1,Reiwa
10/14/2019,Jiji Press,0.600097656,Reiwa
10/20/2019,Yomiuri Shimbun,1,Reiwa
10/20/2019,Asahi Shimbun,1,Reiwa
10/20/2019,ANN,0.600097656,Reiwa
10/27/2019,Kyodo News,2.099609375,Reiwa
10/27/2019,Mainichi Shimbun,1,Reiwa
10/27/2019,Nikkei & TV Tokyo,1,Reiwa
11/10/2019,ANN,1.099609375,Reiwa
11/10/2019,go2senkyo & JX,1,Reiwa
11/10/2019,Jiji Press,0.600097656,Reiwa
11/10/2019,JNN,0.899902344,Reiwa
11/10/2019,NHK,1.200195313,Reiwa
11/17/2019,Yomiuri Shimbun,2,Reiwa
11/17/2019,Asahi Shimbun,1,Reiwa
11/24/2019,Nikkei & TV Tokyo,1,Reiwa
11/24/2019,Kyodo News,2.5,Reiwa
12/1/2019,Mainichi Shimbun,2,Reiwa
12/8/2019,NHK,0.600097656,Reiwa
12/8/2019,JNN,1,Reiwa
12/9/2019,Mainichi & SSRC,2,Reiwa
12/9/2019,Jiji Press,0.700195313,Reiwa
12/15/2019,Yomiuri Shimbun,1,Reiwa
12/15/2019,Kyodo News,4.5,Reiwa
12/15/2019,ANN,2,Reiwa
12/15/2019,go2senkyo & JX,2.099609375,Reiwa
12/22/2019,Asahi Shimbun,1,Reiwa
12/22/2019,Nikkei & TV Tokyo,1,Reiwa
1/12/2020,JNN,0.600097656,Reiwa
1/12/2020,go2senkyo & JX,1.299804688,Reiwa
1/12/2020,Kyodo News,2.400390625,Reiwa
1/13/2020,Jiji Press,0.5,Reiwa
1/13/2020,NHK,0.199951172,Reiwa
1/19/2020,Yomiuri Shimbun,0,Reiwa
1/19/2020,Mainichi Shimbun,1,Reiwa
1/19/2020,ANN,1.200195313,Reiwa
1/26/2020,Nikkei & TV Tokyo,1,Reiwa
1/26/2020,Asahi Shimbun,1,Reiwa
2/2/2020,JNN,1.299804688,Reiwa
2/9/2020,Jiji Press,0.899902344,Reiwa
2/9/2020,NHK,0.600097656,Reiwa
2/15/2020,Yomiuri Shimbun,1,Reiwa
2/16/2020,go2senkyo & JX,1.599609375,Reiwa
2/16/2020,Asahi Shimbun,1,Reiwa
2/16/2020,Kyodo News,2.30078125,Reiwa
2/16/2020,ANN,1.099609375,Reiwa
2/23/2020,Nikkei & TV Tokyo,1,Reiwa
3/1/2020,go2senkyo & JX,1.200195313,Reiwa
3/1/2020,go2senkyo & JX,1.299804688,Reiwa
3/8/2020,NHK,0.399902344,Reiwa
3/8/2020,JNN,0.600097656,Reiwa
3/9/2020,Jiji Press,0.700195313,Reiwa
3/15/2020,Mainichi Shimbun,1,Reiwa
3/15/2020,Asahi Shimbun,1,Reiwa
3/16/2020,Kyodo News,2.400390625,Reiwa
3/22/2020,Yomiuri Shimbun,1,Reiwa
3/22/2020,ANN,1.200195313,Reiwa
3/28/2020,Kyodo News,1.799804688,Reiwa
3/29/2020,Nikkei & TV Tokyo,1,Reiwa
4/5/2020,JNN,0.799804688,Reiwa
4/9/2020,"Mainichi, JNN, & SSRC",3,Reiwa
4/12/2020,go2senkyo & JX,1.099609375,Reiwa
4/12/2020,NHK,0.5,Reiwa
4/12/2020,Yomiuri Shimbun,0,Reiwa
4/13/2020,Asahi Shimbun,1,Reiwa
4/13/2020,Kyodo News,2.19921875,Reiwa
4/19/2020,Mainichi Shimbun,1,Reiwa
4/19/2020,Asahi Shimbun,1,Reiwa
5/10/2020,Yomiuri Shimbun,0,Reiwa
5/10/2020,Kyodo News,1.5,Reiwa
5/10/2020,Nikkei & TV Tokyo,1,Reiwa
5/10/2020,JNN,0.300048828,Reiwa
5/17/2020,ANN,0.399902344,Reiwa
5/17/2020,go2senkyo & JX,1.200195313,Reiwa
5/24/2020,Mainichi & SSRC,1,Reiwa
5/24/2020,Asahi Shimbun,0,Reiwa
5/31/2020,Kyodo News,1.700195313,Reiwa
6/1/2020,Jiji Press,1.5,Reiwa
6/7/2020,Yomiuri Shimbun,1,Reiwa
6/7/2020,Nikkei & TV Tokyo,1,Reiwa
6/7/2020,JNN,1.099609375,Reiwa
6/14/2020,go2senkyo & JX,1.200195313,Reiwa
6/20/2020,Mainichi & SSRC,3,Reiwa
6/21/2020,Asahi Shimbun,1,Reiwa
6/21/2020,Kyodo News,1.400390625,Reiwa
6/21/2020,ANN,1,Reiwa
6/22/2020,Jiji Press,1.5,Reiwa
7/5/2020,Yomiuri Shimbun,1,Reiwa
7/5/2020,JNN,0.700195313,Reiwa
7/12/2020,go2senkyo & JX,1.400390625,Reiwa
7/13/2020,Jiji Press,0.700195313,Reiwa
7/19/2020,ANN,1.200195313,Reiwa
7/19/2020,Asahi Shimbun,1,Reiwa
7/19/2020,Kyodo News,0.899902344,Reiwa
7/19/2020,Nikkei & TV Tokyo,0,Reiwa
7/19/2020,Mainichi & SSRC,3,Reiwa
8/2/2020,JNN,0.600097656,Reiwa
8/23/2020,ANN,0.700195313,Reiwa
9/3/2020,Mainichi and JNN,0,Reiwa
9/6/2020,JNN,0.300048828,Reiwa
9/17/2020,Nikkei,1,Reiwa
9/17/2020,Asahi Shimbun,0,Reiwa
9/20/2020,Yomiuri-NNN,0,Reiwa
9/20/2020,ANN,0.099975586,Reiwa
9/22/2020,NHK,0.199951172,Reiwa
10/4/2020,JNN,0.300048828,Reiwa
10/11/2020,NHK,0,Reiwa
10/12/2020,Jiji Press,0.300048828,Reiwa
10/18/2020,Yomiuri-NNN,1,Reiwa
10/18/2020,ANN,0.099975586,Reiwa
10/18/2020,Asahi Shimbun,0,Reiwa
10/25/2020,Nikkei,1,Reiwa
11/8/2020,NHK,0.5,Reiwa
11/8/2020,JNN,0.399902344,Reiwa
11/8/2020,Yomiuri-NNN,0,Reiwa
11/9/2020,Jiji Press,0.300048828,Reiwa
11/15/2020,Asahi Shimbun,0,Reiwa
11/15/2020,ANN,0.399902344,Reiwa
11/17/2020,Yomiuri-Waseda,1,Reiwa
11/29/2020,Nikkei,1,Reiwa
12/6/2020,Yomiuri-NNN,0,Reiwa
12/6/2020,Kyodo News,1.299804688,Reiwa
12/6/2020,JNN,0.199951172,Reiwa
12/7/2020,Jiji Press,0.600097656,Reiwa
12/13/2020,NHK,0.300048828,Reiwa
12/20/2020,ANN,0.300048828,Reiwa
12/27/2020,Nikkei,0,Reiwa
12/27/2020,Yomiuri-NNN,0,Reiwa
1/10/2021,Kyodo News,1.099609375,Reiwa
1/10/2021,JNN,0.300048828,Reiwa
1/11/2021,Jiji Press,0.199951172,Reiwa
1/11/2021,NHK,0.5,Reiwa
1/17/2021,Yomiuri-NNN,0,Reiwa
1/17/2021,ANN,0.300048828,Reiwa
1/24/2021,FNN-Sankei,0.899902344,Reiwa
1/31/2021,Nikkei,0,Reiwa
2/7/2021,Yomiuri-NNN,0,Reiwa
2/7/2021,JNN,0.399902344,Reiwa
2/7/2021,Jiji Press,0.300048828,Reiwa
2/7/2021,NHK,0.399902344,Reiwa
2/14/2021,ANN,0.199951172,Reiwa
2/14/2021,Asahi Shimbun,0,Reiwa
2/21/2021,FNN-Sankei,0.600097656,Reiwa
2/28/2021,Nikkei,1,Reiwa
3/7/2021,JNN,0.5,Reiwa
3/7/2021,Yomiuri-NNN,1,Reiwa
3/7/2021,NHK,0.199951172,Reiwa
3/8/2021,Jiji Press,0.199951172,Reiwa
3/14/2021,FNN-Sankei,0.199951172,Reiwa
3/21/2021,Asahi Shimbun,0,Reiwa
3/21/2021,ANN,0.099975586,Reiwa
3/28/2021,Nikkei,0,Reiwa
4/1/2021,Mainichi Shimbun,2,Reiwa
4/4/2021,JNN,0.5,Reiwa
4/4/2021,Yomiuri-NNN,0,Reiwa
4/11/2021,NHK,0.300048828,Reiwa
4/11/2021,Asahi Shimbun,0,Reiwa
4/12/2021,Asahi Shimbun,1,Reiwa
4/12/2021,Jiji Press,0.300048828,Reiwa
4/18/2021,ANN,1,Reiwa
4/18/2021,FNN-Sankei,0.399902344,Reiwa
4/25/2021,Nikkei,1,Reiwa
5/9/2021,NHK,0.300048828,Reiwa
5/9/2021,JNN,0.099975586,Reiwa
5/9/2021,Yomiuri-NNN,0,Reiwa
5/10/2021,Jiji Press,0.199951172,Reiwa
5/16/2021,Kyodo News,1,Reiwa
5/16/2021,FNN-Sankei,0.300048828,Reiwa
5/16/2021,go2senkyo,1.400390625,Reiwa
5/16/2021,ANN,0.199951172,Reiwa
5/16/2021,Asahi Shimbun,0,Reiwa
5/30/2021,Nikkei,1,Reiwa
6/1/2021,Mainichi Shimbun,2,Reiwa
6/6/2021,Yomiuri-NNN,0,Reiwa
6/6/2021,JNN,0.700195313,Reiwa
6/13/2021,NHK,0.099975586,Reiwa
6/13/2021,go2senkyo,0.600097656,Reiwa
6/14/2021,Jiji Press,0.199951172,Reiwa
6/20/2021,FNN-Sankei,0,Reiwa
6/20/2021,ANN,1,Reiwa
6/20/2021,Asahi Shimbun,0,Reiwa
6/27/2021,Nikkei,0,Reiwa
7/1/2021,Mainichi Shimbun,1,Reiwa
7/4/2021,JNN,0.399902344,Reiwa
7/11/2021,Yomiuri-NNN,0,Reiwa
7/11/2021,go2senkyo,0.399902344,Reiwa
7/11/2021,NHK,0.199951172,Reiwa
7/12/2021,Jiji Press,0.300048828,Reiwa
7/18/2021,FNN-Sankei,0.300048828,Reiwa
7/18/2021,ANN,0.300048828,Reiwa
7/25/2021,Nikkei,0,Reiwa
8/1/2021,Mainichi Shimbun,2,Reiwa
8/8/2021,Asahi Shimbun,0,Reiwa
8/8/2021,JNN,0.600097656,Reiwa
8/9/2021,Yomiuri-NNN,0,Reiwa
8/9/2021,Jiji Press,0.199951172,Reiwa
8/9/2021,NHK,0.199951172,Reiwa
8/15/2021,go2senkyo,0.899902344,Reiwa
8/22/2021,ANN,0.199951172,Reiwa
8/22/2021,FNN-Sankei,0.700195313,Reiwa
9/1/2021,Mainichi Shimbun,2,Reiwa
9/5/2021,Yomiuri Shimbun,0,Reiwa
9/11/2021,Nikkei,1,Reiwa
9/12/2021,NHK,0.399902344,Reiwa
9/12/2021,Asahi Shimbun,0,Reiwa
9/13/2021,Jiji Press,0.199951172,Reiwa
9/19/2021,FNN-Sankei,0.700195313,Reiwa
9/19/2021,ANN,0.399902344,Reiwa
9/25/2021,Nikkei,1,Reiwa
10/5/2021,Nikkei & TV Tokyo,0,Reiwa
10/5/2021,Yomiuri Shimbun,0,Reiwa
10/5/2021,Asahi Shimbun,0,Reiwa
10/10/2021,Green Ship,0,Reiwa
10/10/2021,FNN-Sankei,0.300048828,Reiwa
10/10/2021,NHK,0.199951172,Reiwa
10/10/2021,JNN,0.300048828,Reiwa
10/15/2021,Yomiuri Shimbun,0,Reiwa
10/17/2021,NHK,0.600097656,Reiwa
10/17/2021,ANN,0.600097656,Reiwa
10/17/2021,go2senkyo,0.300048828,Reiwa
10/17/2021,Kyodo News,0,Reiwa
10/20/2021,Asahi Shimbun,0,Reiwa
10/20/2021,Mainichi Shimbun,2,Reiwa
10/24/2021,go2senkyo,0.600097656,Reiwa
10/24/2021,NHK,0.799804688,Reiwa
1/8/2018,NHK,0,N-Koku
1/14/2018,Yomiuri Shimbun,0,N-Koku
1/14/2018,JNN,0,N-Koku
1/14/2018,Kyodo News,0,N-Koku
1/15/2018,Jiji Press,0,N-Koku
1/21/2018,Mainichi Shimbun,0,N-Koku
1/21/2018,ANN,0,N-Koku
1/21/2018,Asahi Shimbun,0,N-Koku
1/28/2018,NTV,0,N-Koku
1/28/2018,Nikkei,0,N-Koku
2/4/2018,JNN,0,N-Koku
2/11/2018,Yomiuri Shimbun,0,N-Koku
2/11/2018,Kyodo News,0,N-Koku
2/12/2018,Jiji Press,0,N-Koku
2/12/2018,NHK,0,N-Koku
2/18/2018,Asahi Shimbun,0,N-Koku
2/18/2018,NTV,0,N-Koku
2/25/2018,Mainichi Shimbun,0,N-Koku
2/25/2018,ANN,0,N-Koku
2/25/2018,Nikkei,0,N-Koku
3/4/2018,Kyodo News,0,N-Koku
3/4/2018,JNN,0,N-Koku
3/11/2018,Yomiuri Shimbun,0,N-Koku
3/11/2018,NHK,0,N-Koku
3/12/2018,Jiji Press,0,N-Koku
3/18/2018,Asahi Shimbun,0,N-Koku
3/18/2018,Kyodo News,0,N-Koku
3/18/2018,Mainichi Shimbun,0,N-Koku
3/18/2018,NTV,0,N-Koku
3/25/2018,Nikkei & TV Tokyo,0,N-Koku
3/25/2018,ANN,0,N-Koku
4/1/2018,Kyodo News,0,N-Koku
4/1/2018,Yomiuri Shimbun,0,N-Koku
4/8/2018,NHK,0,N-Koku
4/8/2018,JNN,0,N-Koku
4/9/2018,Jiji Press,0,N-Koku
4/15/2018,NTV,0,N-Koku
4/15/2018,Asahi Shimbun,0,N-Koku
4/22/2018,Mainichi Shimbun,0,N-Koku
4/22/2018,ANN,0,N-Koku
4/22/2018,Yomiuri Shimbun,0,N-Koku
4/25/2018,Asahi Shimbun,0,N-Koku
4/29/2018,Nikkei & TV Tokyo,0,N-Koku
5/13/2018,Kyodo News,0,N-Koku
5/13/2018,JNN,0,N-Koku
5/13/2018,NHK,0,N-Koku
5/14/2018,Jiji Press,0,N-Koku
5/20/2018,Yomiuri Shimbun,0,N-Koku
5/20/2018,NTV,0,N-Koku
5/20/2018,Asahi Shimbun,0,N-Koku
5/20/2018,ANN,0,N-Koku
5/27/2018,Mainichi Shimbun,0,N-Koku
5/27/2018,Nikkei & TV Tokyo,0,N-Koku
6/3/2018,JNN,0,N-Koku
6/10/2018,NHK,0,N-Koku
6/11/2018,Jiji Press,0,N-Koku
6/17/2018,ANN,0,N-Koku
6/17/2018,Asahi Shimbun,0,N-Koku
6/17/2018,NTV,0,N-Koku
6/17/2018,Yomiuri Shimbun,0,N-Koku
6/24/2018,Nikkei & TV Tokyo,0,N-Koku
6/24/2018,Mainichi Shimbun,0,N-Koku
7/8/2018,JNN,0,N-Koku
7/8/2018,NHK,0,N-Koku
7/9/2018,Jiji Press,0,N-Koku
7/15/2018,Asahi Shimbun,0,N-Koku
7/22/2018,Kyodo News,0,N-Koku
7/22/2018,Yomiuri Shimbun,0,N-Koku
7/22/2018,Nikkei & TV Tokyo,0,N-Koku
7/22/2018,ANN,0,N-Koku
7/29/2018,Mainichi Shimbun,0,N-Koku
8/5/2018,NHK,0,N-Koku
8/5/2018,JNN,0,N-Koku
8/5/2018,Asahi Shimbun,0,N-Koku
8/6/2018,Jiji Press,0,N-Koku
8/19/2018,ANN,0,N-Koku
8/26/2018,Nikkei & TV Tokyo,0,N-Koku
8/26/2018,Yomiuri Shimbun,0,N-Koku
8/26/2018,Kyodo News,0,N-Koku
9/2/2018,JNN,0,N-Koku
9/2/2018,Mainichi Shimbun,0,N-Koku
9/9/2018,Asahi Shimbun,0,N-Koku
9/10/2018,Jiji Press,0,N-Koku
9/16/2018,ANN,0,N-Koku
9/17/2018,NHK,0,N-Koku
9/21/2018,Kyodo News,0,N-Koku
9/23/2018,Nikkei & TV Tokyo,0,N-Koku
9/23/2018,Yomiuri Shimbun,0,N-Koku
10/3/2018,Nikkei & TV Tokyo,0,N-Koku
10/3/2018,Kyodo News,0,N-Koku
10/3/2018,Yomiuri Shimbun,0,N-Koku
10/7/2018,Mainichi Shimbun,0,N-Koku
10/8/2018,NHK,0,N-Koku
10/8/2018,Jiji Press,0,N-Koku
10/14/2018,Asahi Shimbun,0,N-Koku
10/14/2018,JNN,0,N-Koku
10/21/2018,ANN,0,N-Koku
10/28/2018,Yomiuri Shimbun,0,N-Koku
10/28/2018,Nikkei & TV Tokyo,0,N-Koku
11/4/2018,Kyodo News,0,N-Koku
11/4/2018,JNN,0,N-Koku
11/11/2018,NHK,0,N-Koku
11/12/2018,Jiji Press,0,N-Koku
11/18/2018,Mainichi Shimbun,0,N-Koku
11/18/2018,ANN,0,N-Koku
11/18/2018,Asahi Shimbun,0,N-Koku
11/25/2018,Yomiuri Shimbun,0,N-Koku
11/25/2018,Nikkei & TV Tokyo,0,N-Koku
12/2/2018,JNN,0,N-Koku
12/9/2018,NHK,0,N-Koku
12/10/2018,Mainichi & SSRC,0,N-Koku
12/10/2018,Jiji Press,0,N-Koku
12/16/2018,Yomiuri Shimbun,0,N-Koku
12/16/2018,Nikkei & TV Tokyo,0,N-Koku
12/16/2018,Mainichi Shimbun,0,N-Koku
12/16/2018,Kyodo News,0,N-Koku
12/16/2018,Asahi Shimbun,0,N-Koku
12/16/2018,ANN,0,N-Koku
12/25/2018,Asahi Shimbun,0,N-Koku
1/13/2019,Kyodo News,0,N-Koku
1/13/2019,JNN,0,N-Koku
1/14/2019,Jiji Press,0,N-Koku
1/14/2019,NHK,0,N-Koku
1/20/2019,Asahi Shimbun,0,N-Koku
1/27/2019,Yomiuri Shimbun,0,N-Koku
1/27/2019,Nikkei & TV Tokyo,0,N-Koku
1/27/2019,ANN,0,N-Koku
2/3/2019,JNN,0,N-Koku
2/3/2019,Mainichi Shimbun,0,N-Koku
2/3/2019,Kyodo News,0,N-Koku
2/11/2019,Jiji Press,0,N-Koku
2/11/2019,NHK,0,N-Koku
2/17/2019,Nikkei & TV Tokyo,0,N-Koku
2/17/2019,Asahi Shimbun,0,N-Koku
2/24/2019,Yomiuri Shimbun,0,N-Koku
2/24/2019,ANN,0,N-Koku
3/3/2019,JNN,0,N-Koku
3/10/2019,NHK,0,N-Koku
3/10/2019,Kyodo News,0,N-Koku
3/11/2019,Jiji Press,0,N-Koku
3/17/2019,Mainichi Shimbun,0,N-Koku
3/17/2019,Asahi Shimbun,0,N-Koku
3/17/2019,ANN,0,N-Koku
3/24/2019,Yomiuri Shimbun,0,N-Koku
3/24/2019,Nikkei & TV Tokyo,0,N-Koku
4/2/2019,Yomiuri Shimbun,0,N-Koku
4/2/2019,Kyodo News,0,N-Koku
4/7/2019,NHK,0,N-Koku
4/7/2019,JNN,0,N-Koku
4/8/2019,Jiji Press,0,N-Koku
4/14/2019,Mainichi Shimbun,0,N-Koku
4/14/2019,Asahi Shimbun,0,N-Koku
4/15/2019,Asahi Shimbun,0,N-Koku
4/21/2019,ANN,0,N-Koku
4/28/2019,Yomiuri Shimbun,0,N-Koku
5/2/2019,Kyodo News,0,N-Koku
5/12/2019,Nikkei & TV Tokyo,0,N-Koku
5/12/2019,JNN,0,N-Koku
5/12/2019,NHK,0,N-Koku
5/13/2019,Jiji Press,0,N-Koku
5/19/2019,ANN,0,N-Koku
5/19/2019,Mainichi Shimbun,0,N-Koku
5/19/2019,Yomiuri Shimbun,0,N-Koku
5/19/2019,Asahi Shimbun,0,N-Koku
5/19/2019,Kyodo News,0,N-Koku
6/2/2019,JNN,0,N-Koku
6/9/2019,NHK,0,N-Koku
6/10/2019,Jiji Press,0,N-Koku
6/16/2019,Kyodo News,0,N-Koku
6/16/2019,Mainichi Shimbun,0,N-Koku
6/23/2019,Asahi Shimbun,0,N-Koku
6/23/2019,NHK,0,N-Koku
6/27/2019,Kyodo News,0,N-Koku
6/30/2019,Yomiuri Shimbun,0,N-Koku
6/30/2019,Nikkei & TV Tokyo,0,N-Koku
6/30/2019,NHK,0,N-Koku
7/5/2019,Yomiuri Shimbun,0,N-Koku
7/7/2019,NHK,0,N-Koku
7/7/2019,JNN,0,N-Koku
7/8/2019,Jiji Press,0,N-Koku
7/14/2019,Asahi Shimbun,0,N-Koku
7/15/2019,NHK,0,N-Koku
7/23/2019,Asahi Shimbun,0,N-Koku
7/23/2019,Kyodo News,1,N-Koku
7/23/2019,Yomiuri Shimbun,1,N-Koku
7/28/2019,Nikkei & TV Tokyo,1,N-Koku
8/4/2019,NHK,0.199951172,N-Koku
8/4/2019,JNN,0.799804688,N-Koku
8/12/2019,Jiji Press,0.399902344,N-Koku
8/18/2019,Kyodo News,1.299804688,N-Koku
8/18/2019,ANN,0.899902344,N-Koku
8/25/2019,Yomiuri Shimbun,1,N-Koku
9/1/2019,Nikkei & TV Tokyo,1,N-Koku
9/8/2019,JNN,0.300048828,N-Koku
9/8/2019,NHK,0.199951172,N-Koku
9/9/2019,Jiji Press,0.5,N-Koku
9/12/2019,Kyodo News,1.099609375,N-Koku
9/12/2019,Nikkei & TV Tokyo,1,N-Koku
9/15/2019,Yomiuri Shimbun,1,N-Koku
9/15/2019,Mainichi Shimbun,1,N-Koku
9/15/2019,ANN,0.700195313,N-Koku
9/15/2019,Asahi Shimbun,0,N-Koku
10/6/2019,Kyodo News,1.200195313,N-Koku
10/6/2019,JNN,0.199951172,N-Koku
10/14/2019,Jiji Press,0.199951172,N-Koku
10/20/2019,Yomiuri Shimbun,0,N-Koku
10/20/2019,Asahi Shimbun,1,N-Koku
10/20/2019,ANN,0.300048828,N-Koku
10/27/2019,Kyodo News,0.799804688,N-Koku
10/27/2019,Mainichi Shimbun,1,N-Koku
10/27/2019,Nikkei & TV Tokyo,1,N-Koku
11/10/2019,ANN,0.5,N-Koku
11/10/2019,go2senkyo & JX,0.799804688,N-Koku
11/10/2019,Jiji Press,0.199951172,N-Koku
11/10/2019,JNN,0.399902344,N-Koku
11/10/2019,NHK,0.199951172,N-Koku
11/17/2019,Yomiuri Shimbun,1,N-Koku
11/17/2019,Asahi Shimbun,0,N-Koku
